policy_gradient_loss,P01:episode_rewards,P09:episode_rewards,avg_q_selected,explained_variance,fps,model_prob_std,policy_gradient_bias_correction,rollout_prob_std,avg_q_retraced,frames,grad_norm,policy_loss,episode_length,epoch_idx,advantage_norm,policy_entropy,PMM:episode_rewards,q_loss
-3.9727860621496805e-05,0.0,0.0,0.006483986337358753,-30.283496713638307,632,0.03783076908439398,0.0,0.03783076858768861,0.006197005040788402,7200,0.05242402044626391,-3.9727860621496805e-05,0,1,0.06822769617040952,2.1284766674041746,0.0,0.0010632252993673318
0.0002609418085588307,0.0,0.0,0.0036092208019302538,-149.7656817237536,318,0.016015744038547077,0.0,0.016015744085113207,0.003469164731601874,14400,0.03216957466140226,0.0002609418085588307,0,2,0.04526118670279781,2.1785565853118896,0.0,0.00031985464733376526
4.184187764622038e-06,0.0,0.0,-0.0012476091059700897,-20.1684006690979,434,0.006883689326544603,0.0,0.006883689435198903,-0.0011975560094773148,21600,0.0027226435566774453,4.184187764622038e-06,0,3,0.01936949185716609,2.195185414950053,0.0,1.8547249404340012e-05
2.4484028998491188e-05,0.0,0.0,-0.0006410366157069802,-15.783658377329509,518,0.010463694964225093,0.0,0.010463694933181007,-0.0007731787212833296,28800,0.005656312890640314,2.4484028998491188e-05,0,4,0.05142101470070581,2.1925231138865153,0.0,6.0729672319818444e-05
-8.126278026073426e-06,0.0,0.0,0.00016113471307714158,-10.03463249206543,506,0.006828870329385003,0.0,0.006828870282818874,0.00029025443626172395,36000,0.0021747953925291513,-8.126278026073426e-06,0,5,0.02212862504335741,2.1949983755747478,0.0,1.8894125042834274e-05
1.6945233937804005e-05,0.0,0.0,-0.0012131612568434017,-15.63226768175761,504,0.007698300007420281,0.0,0.007698299844438831,-0.0012053138215075401,43200,0.003237275677768074,1.6945233937804005e-05,3324.9166666666665,6,0.03456671815365553,2.194334610303243,0.0,3.0143459825164123e-05
1.4823838884225892e-05,0.0,0.0,-0.0005182176059558212,-16.397348880767822,502,0.0036199117234597604,0.0,0.003619911917485297,-0.0005089510127921433,50400,0.000552478061888043,1.4823838884225892e-05,3324.9166666666665,7,0.007133007748052478,2.196690805753072,0.0,1.3700161465142931e-06
-7.503345026786216e-07,0.0,0.0,-0.00011422468549729578,-17.03777650197347,493,0.003622407567066451,0.0,0.003622407567066451,-0.00011896683693824646,57600,0.0006854839035431895,-7.503345026786216e-07,3324.9166666666665,8,0.006011916145992776,2.1966373046239216,0.0,2.3684610757375897e-06
1.4418064703628867e-05,0.0,0.0,-0.000811608101745757,-9.826844930648804,482,0.006386320727566878,0.0,0.006386320719805856,-0.0008164594153640791,64800,0.0020142775457318556,1.4418064703628867e-05,3324.9166666666665,9,0.024716294867297015,2.195214343070984,0.0,1.6687095582786546e-05
1.1102199418170736e-05,0.0,0.0,-0.0003428952476951963,-14.70347196261088,473,0.00467156645997117,0.0,0.004671566498776277,-0.0003418227183184778,72000,0.001517010098139814,1.1102199418170736e-05,3324.9166666666665,10,0.01777602321623514,2.1959617217381795,0.0,1.0651904383015183e-05
1.9292840609826573e-05,0.0,0.0,-0.0010193951907240262,-8.07120223045349,471,0.0065241156456371146,0.0,0.0065241157465303935,-0.0009248126194506767,79200,0.002657236559463477,1.9292840609826573e-05,3324.9166666666665,11,0.03428630678293606,2.1953186909357707,0.0,2.1515858660829203e-05
7.458638090914368e-06,0.0,0.0,-0.0002651039188397893,-13.056507237752278,468,0.0026670023954162994,0.0,0.002667002348850171,-0.00025027040004109343,86400,0.0005028232995397878,7.458638090914368e-06,3324.4166666666665,12,0.0071688361000269655,2.1968629280726115,0.0,2.4119477278835195e-06
-1.166383045436703e-06,0.0,0.0,0.0001543640588351991,-20.919919697443643,466,0.0024071234899262586,0.0,0.0024071235054483014,0.0001514596029058642,93600,0.0001997050898976677,-1.166383045436703e-06,3324.4166666666665,13,0.0023442480829544365,2.1969891866048177,0.0,2.4002289874166155e-07
-2.5944327006754975e-06,0.0,0.0,4.702909680721253e-05,-10.466620286305746,464,0.002408430523549517,0.0,0.00240843053907156,6.037087558847058e-05,100800,0.0003485678078038911,-2.5944327006754975e-06,3324.4166666666665,14,0.004633397989285489,2.1969658931096396,0.0,8.20814890663731e-07
1.6227086632625287e-05,0.0,0.0,-0.0008345991711394163,-15.024751631418864,462,0.005711100025412937,0.0,0.005711100118545195,-0.000793692298005529,108000,0.0020847869021709373,1.6227086632625287e-05,3324.4166666666665,15,0.029463083785958587,2.19582093556722,0.0,1.568848293421373e-05
-1.1167310026394261e-05,0.0,0.0,0.00023530540105033045,-21.628189182281496,462,0.0030604393842319647,0.0,0.003060439368709922,0.00018622295271294813,115200,0.0006640358867772052,-1.1167310026394261e-05,3324.4166666666665,16,0.009181817155331373,2.196714997291565,0.0,4.472175745699284e-06
1.6589033990517994e-05,0.0,0.0,-0.0005148967174600619,-8.303450393525381,455,0.00494026267282953,7.583701962905158e-07,0.007179177069984791,-0.0004833191280848704,122400,0.0017518344975013518,1.734740417429661e-05,3324.5,17,0.026717844654760688,2.1961462263171634,0.0,1.2462276914161088e-05
