fps,policy_gradient_loss,advantage_norm,rollout_prob_std,epoch_idx,policy_entropy,policy_gradient_bias_correction,policy_loss,avg_q_retraced,grad_norm,P09:episode_rewards,explained_variance,P01:episode_rewards,episode_length,frames,avg_q_selected,model_prob_std,q_loss,PMM:episode_rewards
343,-9.409082178990501e-06,0.012649514774481455,0.010183964297175408,12,2.1929256121317544,0.0,-9.409082178990501e-06,-0.00026554687096904674,0.0011578844283643567,0.0,-9.52098347345988,0.0,3324.5,86400,-0.0002258698736113729,0.010183964079866806,4.9117924618258256e-06,0.0
348,1.2125689729221752e-05,0.006333648716099561,0.009226723201572895,13,2.193797532717387,0.0,1.2125689729221752e-05,-0.0007163303294873913,0.0008325989118200646,0.0,-22.143567530314126,0.0,3324.5,93600,-0.0007008295286747549,0.009226723263661066,2.412883333136051e-06,0.0
353,1.7602693499914798e-05,0.008881379648422201,0.009145663306117057,14,2.1938513120015464,0.0,1.7602693499914798e-05,-0.0007083955899967501,0.0008477177452008024,0.0,-6.938416743278504,0.0,3324.5,100800,-0.000696338340640068,0.009145663337161143,2.3922076707094674e-06,0.0
358,-1.930449902450467e-05,0.04104333530801038,0.01381954758738478,15,2.1894413948059084,0.0,-1.930449902450467e-05,0.0008772610016724987,0.0035259767810099994,0.0,-5.711889910697937,0.0,3324.5,108000,0.0008745881141900706,0.01381954774260521,2.5700059999659668e-05,0.0
363,-4.353441666656484e-06,0.014674055716022849,0.010442760959267616,16,2.1927955547968545,0.0,-4.353441666656484e-06,0.00029945386607626765,0.001179303046607294,0.0,-3.102834169069926,0.0,3324.5,115200,0.00031251576944365904,0.01044276108344396,5.920912106679073e-06,0.0
366,-3.158508719833561e-05,0.033205525544176384,0.01204989480135578,17,2.1923059782338523,-1.5592549414934962e-06,-3.3144342395038015e-05,0.0013071343539946061,0.0027278842462787017,0.0,-7.217522389075112,0.0,3324.3055555555557,122400,0.0012736673224921222,0.01096427544936656,1.7868285144478998e-05,0.0
361,-1.8055925774954705e-05,0.015512336125084882,0.012340545504361332,18,2.194035067545674,2.825924071488309e-06,-1.5230001770690506e-05,0.000937044168974916,0.0010944978654288577,0.0,-8.129809597257584,0.0,3324.3055555555557,129600,0.0009235289319943548,0.00889065768851815,4.243418369063484e-06,0.0
357,-1.0061150851187589e-05,0.013157410092262869,0.011597901511353457,19,2.194494909647281,1.0011083376698914e-06,-9.060042503702433e-06,0.0003537537206094028,0.000859583370039319,0.0,-9.173995702947888,0.0,3324.3055555555557,136800,0.0003718366771494763,0.008227999779782577,3.187378882927305e-06,0.0
355,7.24254321401275e-06,0.013454981459318243,0.011612140092599607,20,2.194767641532358,2.568651708123699e-06,9.811194832552423e-06,-2.395340886314365e-05,0.0008165900848509133,0.0,-5.487454875918924,0.0,3324.3055555555557,144000,-3.4330812750869886e-05,0.007810281782457851,2.9518488718766907e-06,0.0
350,2.153211822032686e-06,0.011621511977845392,0.012199469485301448,21,2.1951226985904677,3.179055208088825e-06,5.332266956983902e-06,-2.8493479664290048e-05,0.0006554195769545131,0.0,-6.076733890339525,0.0,3324.3055555555557,151200,-3.612984153977011e-05,0.00721254339427826,2.4191721687644713e-06,0.0
348,-2.586280845295333e-06,0.011735442262244527,0.011508569100135002,22,2.1956133975175325,1.0308969277124256e-06,-1.555383928529777e-06,7.863262357346085e-05,0.0006163308916304367,0.0,-6.052513762198427,0.0,3324.3055555555557,158400,6.275291643481178e-05,0.006299306340417061,2.094423553593384e-06,0.0
345,-4.082277598847044e-06,0.008684766507418347,0.011028785420626047,23,2.1960151920432134,3.9358334774024996e-07,-3.6886942037513777e-06,0.00015401346168422,0.00042176627157572026,0.0,-8.370232020408388,0.0,3324.2708333333335,165600,0.00016166974362939016,0.005456291140012797,1.2700071600949035e-06,0.0
343,-3.6086966802861477e-06,0.007204839227774683,0.010670662590101725,24,2.1960607410991004,1.1118045206929934e-06,-2.4968922444604357e-06,0.0001854148106079544,0.0003527956506497004,0.0,-10.567117217362872,0.0,3324.2708333333335,172800,0.00017343034826316516,0.005358319921885918,8.660861218878477e-07,0.0
341,-4.527751968841858e-06,0.006672410786979727,0.010705132420167383,25,2.196185033889044,-2.0792890644376227e-07,-4.735680861056297e-06,0.00027425014317111437,0.0003096611010190518,0.0,-7.4639760623659415,0.0,3324.2708333333335,180000,0.0002818550309293353,0.005060946441492036,7.645324669752145e-07,0.0
340,-6.983790117264004e-06,0.00915665355493763,0.009841224046851503,26,2.196264559147219,6.465805667445281e-07,-6.337209593506745e-06,0.00029196632283326826,0.00040945940944562447,0.0,-6.2168676472340945,0.0,3324.2708333333335,187200,0.00029393711919188274,0.004847599954742238,1.1889417640909652e-06,0.0
338,-4.0169545008119534e-06,0.006075421396741321,0.00970836591229604,27,2.1965237426473982,3.0995633153536806e-07,-3.7069981369623995e-06,0.00026101117209691437,0.0002642072059108322,0.0,-8.242914020447504,0.0,3324.2708333333335,194400,0.00026661014810997586,0.004151983986274221,5.754171105891855e-07,0.0
336,-2.9471657120749307e-06,0.007509522393102447,0.009959740873478609,28,2.196488691643489,-3.4612307373961197e-07,-3.2932887672083255e-06,0.00017783704810478128,0.0003189781856090049,0.0,-7.580779631914513,0.0,3324.2166666666667,201600,0.00019027455216902856,0.004243455463034005,8.582198103681801e-07,0.0
335,-1.5699059361358039e-06,0.004965269778102604,0.009148385777823731,29,2.1966381680776204,1.7146415747019336e-07,-1.3984418136677351e-06,8.616517123726456e-05,0.0002011723986338984,0.0,-9.816169584081287,0.0,3324.2166666666667,208800,7.959336895003126e-05,0.003803003082404814,4.0292790878083457e-07,0.0
335,-4.128257621939864e-06,0.004408222890008816,0.009116499709401515,30,2.1966577475695384,-5.712444258855324e-08,-4.1853820736845494e-06,0.00018979936310379631,0.0001708864735329394,0.0,-14.734361535395893,0.0,3324.2166666666667,216000,0.00018599581017374547,0.00373800845365853,3.29679590666393e-07,0.0
334,-3.5622926452748906e-06,0.004921633101174073,0.008918673679258467,31,2.196673834986157,2.3243367261323292e-08,-3.5390492149103706e-06,0.00015916239777498671,0.00018304252473170228,0.0,-7.707450096039546,0.0,3324.2166666666667,223200,0.0001524061697317554,0.0036796222051153475,3.865249142837417e-07,0.0
333,-6.068902738544719e-06,0.005445931064777715,0.008902685199839572,32,2.196715017065169,3.6867856571682866e-07,-5.700224209260405e-06,0.0002700298082934404,0.00019791717656333728,0.0,-6.386286777412449,0.0,3324.2166666666667,230400,0.0002731722601534332,0.003531203089394636,4.5291899093719145e-07,0.0
332,-5.468660574259215e-06,0.005403072748432692,0.00878928560284385,33,2.1967422488915225,-1.7425849752162886e-07,-5.642919038982342e-06,0.000246167760242652,0.00018759008958147192,0.0,-6.322547022457475,0.0,3324.2166666666667,237600,0.00025374786733808587,0.0034383889581489488,4.293885654387228e-07,0.0
330,-5.4552151097393526e-06,0.004347662548896445,0.008730280488469544,34,2.1967956844303345,3.397124186565368e-07,-5.115502701473045e-06,0.00018488422931132995,0.0001461172648898295,0.0,-6.700775309034757,0.0,3324.3333333333335,244800,0.00018508789766480621,0.003246425879902389,2.718562184487054e-07,0.0
329,-2.6160844590733974e-06,0.0037243298466163983,0.008783971412829862,35,2.1968218625916376,3.759103414315034e-07,-2.2401740879661786e-06,0.0001739557866867039,0.00012178497181259532,0.0,-17.330670218988068,0.0,3324.3333333333335,252000,0.00017726457973887068,0.0031541209978639103,2.0769166859846773e-07,0.0
329,-2.563519358291376e-06,0.0031126032869472284,0.00810670173643206,36,2.196830291457908,2.9187533453457965e-07,-2.2716440568570213e-06,0.0001455447136543977,0.00010008967846152997,0.0,-14.88858560077728,0.0,3324.3333333333335,259200,0.0001521706066201207,0.0031205834821913703,1.7376740709153786e-07,0.0
329,-2.329165570145844e-06,0.003893247600515476,0.007802880308424521,37,2.196804710465764,4.628677027609807e-08,-2.2828787939939528e-06,0.00010608705031334659,0.00012038578856974234,0.0,-6.178859893641775,0.0,3324.3333333333335,266400,0.00010366463510824779,0.0032202429311730643,2.0320955173303366e-07,0.0
329,-2.698756988603537e-06,0.003087068938083475,0.008195158253823007,38,2.196818010390751,3.157006700228572e-07,-2.383056352046185e-06,0.00010089058734607417,9.493382795574552e-05,0.0,-10.695686374278294,0.0,3324.3333333333335,273600,0.00010431823069426275,0.0031706769286935763,1.442194213488589e-07,0.0
328,-3.3663971616256827e-06,0.0042673756120146,0.008316066610730357,39,2.196777183987476,3.126265171552826e-07,-3.0537706352565356e-06,0.000124295415008183,0.00013458431461894826,0.0,-7.465054726070829,0.0,3324.3809523809523,280800,0.00011615064734474735,0.0033215593317463235,2.5688336929542963e-07,0.0
327,-2.934083133970899e-06,0.0030752950195961776,0.007948378402737915,40,2.1968024821603107,2.2959085421890548e-07,-2.7044922830739216e-06,0.0001634940534784128,9.553148592593356e-05,0.0,-6.800180410345396,0.0,3324.3809523809523,288000,0.00016135631494849112,0.003230504883057808,1.433348078619522e-07,0.0
326,-2.0693437376148493e-06,0.002973823777920092,0.008485972068799788,41,2.196783002643358,-6.959589168082135e-08,-2.1389396233093833e-06,0.00014270114847551678,9.330945973616377e-05,0.0,-37.43560940214251,0.0,3324.3809523809523,295200,0.0001469463541370859,0.0033053149651981173,1.2757068690976042e-07,0.0
326,-2.579047125822201e-06,0.0032173331528811203,0.00825219682152026,42,2.1967777716356607,1.4447683176407308e-07,-2.4345702782933245e-06,0.00010785976690270232,9.871391525087356e-05,0.0,-7.05980793068018,0.0,3324.3809523809523,302400,0.00011184040816587903,0.0033230923187288217,1.3618604088582874e-07,0.0
326,-7.723505244309572e-07,0.0033655009243405945,0.007593767318388611,43,2.196779628635714,1.9899342617189647e-07,-5.733570946496024e-07,6.481235017172511e-05,0.00010150212026316559,0.0,-8574.062703567832,0.0,3324.3809523809523,309600,6.592885829053722e-05,0.0033157424094887185,1.5060974345096573e-07,0.0
325,-1.63653482476603e-06,0.0034710709872737538,0.007782861595565612,44,2.196775282507851,3.074651787707786e-07,-1.3290696549577939e-06,0.00010099352155222696,0.00010793479794687864,0.0,-36040.28603358178,0.0,3324.3809523809523,316800,9.657676864369248e-05,0.0033301254121584217,1.7514687827599153e-07,0.0
325,-2.7121655659744275e-06,0.0034462551129818457,0.007603859066527102,45,2.196769436389681,3.42329946101676e-07,-2.3698356048971474e-06,0.00011869055378545971,0.00010604683831260645,0.0,-16.399857621476762,0.0,3324.3958333333335,324000,0.00011850904574737162,0.0033511001361157034,1.8534174672525947e-07,0.0
324,-3.2407034523454547e-06,0.0026073333451581892,0.007863012884359156,46,2.196788665491437,3.750775580506062e-07,-2.8656258786550137e-06,0.00011153695815347232,7.725791882631655e-05,0.0,-116.6973542607682,0.0,3324.3958333333335,331200,0.00011191312639109835,0.0032832292181953406,1.0567977065882584e-07,0.0
323,-3.7631768671643844e-06,0.002530939911090442,0.00838348956315448,47,2.196784905538988,3.6869880537023876e-07,-3.3944780844045133e-06,0.00011282176753637648,7.666734599665527e-05,0.0,-49.59664540496137,0.0,3324.3958333333335,338400,0.00011310330919648685,0.0032977693461691067,1.0414547963885464e-07,0.0
323,-2.1495931811398713e-06,0.003128158626872699,0.0074688122288426185,48,2.1967684821224718,1.3632297740652287e-07,-2.0132702319606687e-06,9.318404465024065e-05,8.890816524847645e-05,0.0,-9.540158294694766,0.0,3324.3958333333335,345600,9.809259128316372e-05,0.0033583037948473624,1.2318274311300904e-07,0.0
322,-5.794384734357108e-07,0.0021376495351829892,0.006934197052335904,49,2.1967776497437326,1.6942028788055134e-07,-4.100182018078684e-07,3.6977359879523414e-05,6.195302226981461e-05,0.0,-inf,0.0,3324.3958333333335,352800,3.9938067130473634e-05,0.0033247879228365178,7.493795780177462e-08,0.0
322,-7.474920799820662e-07,0.003281484226624088,0.007544384624118542,50,2.1967343685645906,2.6304697174500605e-08,-7.211873702064167e-07,3.984071755832741e-05,9.49660569554566e-05,0.0,-8.309517388842092,0.0,3324.4,360000,3.8785727871515e-05,0.003479297621977619,1.4583142510279995e-07,0.0
321,-3.714726015289967e-07,0.001986879258084055,0.007160160209556731,51,2.196738908700842,1.3979079102496907e-07,-2.3168181852186666e-07,-1.7789244399170248e-06,5.7652647200171795e-05,0.0,-9.908664308981919,0.0,3324.4,367200,-9.463617966864367e-07,0.003465363932533249,6.109004872949735e-08,0.0
321,8.439564078384363e-07,0.0023243837069143692,0.007247796851818578,52,2.196730770315615,1.5003522336154894e-07,9.939916234200614e-07,-6.669826441370124e-06,7.00768606601902e-05,0.0,-888.0784620094789,0.0,3324.4,374400,-7.947707847078466e-06,0.003493929960356567,8.698532513176363e-08,0.0
320,1.386096816326372e-07,0.0022680661215346083,0.007193285173911444,53,2.196740072098359,2.3114078108658436e-07,3.697504533386418e-07,2.4034102485229645e-06,6.540561957877983e-05,0.0,-34.6498562332499,0.0,3324.4,381600,3.1780691092300967e-06,0.0034615656599604463,7.829256801502004e-08,0.0
320,-2.772106509173237e-07,0.002795370712168075,0.007169910039969539,54,2.196731708116002,2.552264866285334e-07,-2.1984159676559634e-08,2.1133145460227433e-05,7.876955093838601e-05,0.0,-inf,0.0,3324.4,388800,1.894805866980443e-05,0.0034910364952166293,9.645246481531648e-08,0.0
319,6.371278479883909e-07,0.0023305168019760705,0.007166885558445568,55,2.1967293040430733,1.2858488612201332e-07,7.657127388528952e-07,8.336110738684906e-06,6.43437286155179e-05,0.0,-1.1168257229853669e+17,0.0,3324.4,396000,1.02159945029035e-05,0.0034994574436343832,7.805531080328454e-08,0.0
319,2.9624909740958323e-07,0.0024580170472806636,0.0070219282855996734,56,2.196723780732937,8.990942046891863e-08,3.861585218213872e-07,-1.3036383493297861e-05,6.872450691649854e-05,0.0,-16.199882420339282,0.0,3324.46,403200,-1.2930463519544397e-05,0.003518126348831824,9.538540418801953e-08,0.0
319,-1.2943462740002407e-06,0.002018902226105354,0.007451555071211981,57,2.1967298680260066,2.1334173163173232e-07,-1.0810045226734778e-06,5.281183488559492e-06,5.7762574138535515e-05,0.0,-49651024532719.5,0.0,3324.46,410400,3.2056244187613747e-06,0.003497983507104292,6.098283125672972e-08,0.0
319,-1.1455774674531471e-07,0.0021568796654140793,0.007429169268044273,58,2.1967250479592217,4.3653147516002703e-07,3.219737253965621e-07,9.810102431935148e-06,6.144467023710506e-05,0.0,-62831817223719.28,0.0,3324.46,417600,9.197592597094195e-06,0.0035148012315270503,6.71224167717319e-08,0.0
319,4.946680369029222e-07,0.0022897512858359908,0.006683662854915449,59,2.1967147203254953,3.545285336183171e-07,8.491965866974122e-07,7.334540315584777e-06,6.284354095431981e-05,0.0,-187.24996649430224,0.0,3324.46,424800,1.0678494787938465e-05,0.003550876559607719,7.078719954037246e-08,0.0
