PMM:episode_rewards,epoch_idx,explained_variance,P01:episode_rewards,grad_norm,policy_gradient_loss,rollout_prob_std,P09:episode_rewards,avg_q_retraced,fps,avg_q_selected,policy_entropy,frames,advantage_norm,policy_gradient_bias_correction,episode_length,policy_loss,q_loss,model_prob_std
0.0,1,-3.386065697669983,0.0,0.009508172979949079,-5.3605489600272446e-05,0.02164174566666285,0.0,0.0022152236344785098,382,0.002191768343618605,2.1779566923777263,7200,0.07854912988841534,0.0,0,-5.3605489600272446e-05,9.41699130635243e-05,0.02164174641172091
0.0,2,-5.25231917699178,0.0,0.07916189349498869,-0.0003406140827943697,0.0326963041909039,0.0,0.021074298021267167,245,0.021110841201152652,2.1090906381607057,14400,0.16987767020861308,0.0,0,-0.0003406140827943697,0.0016760351771305674,0.03269630502909422
0.0,3,-5.3716664950052895,0.0,0.0020779984560619844,8.569252895540557e-06,0.008492021278167764,0.0,0.0043177012586966155,278,0.0042158164161567886,2.194210235277812,21600,0.028543912495176,0.0,0,8.569252895540557e-06,1.239322088319265e-05,0.008492021402344108
0.0,4,-3.9856405019760133,0.0,0.0026354325393727553,5.972701123937441e-05,0.009402036558215816,0.0,0.005022117402404547,305,0.004814023291692138,2.193626046180725,28800,0.04266576984276374,0.0,0,5.972701123937441e-05,2.158302997941064e-05,0.009402036915222805
0.0,5,-4.123918183644613,0.0,0.001372706796929884,-6.276942949625663e-05,0.007168591705461343,0.0,0.004036588245071471,324,0.004004993018073341,2.1950683911641438,36000,0.022638442926108837,0.0,0,-6.276942949625663e-05,7.735340921044553e-06,0.007168591938291987
0.0,6,-4.136158625284831,0.0,0.001995007885341562,-0.0001554918156216445,0.007619939356421431,0.0,0.004589719891858597,338,0.004676367024270197,2.1947511196136475,43200,0.03400602371742328,0.0,3324.0,-0.0001554918156216445,1.3677380494906781e-05,0.007619939666862289
0.0,7,-4.754739650090536,0.0,0.001136493169102357,-0.00015139030141047744,0.006641601724550128,0.0,0.003500546282157302,349,0.0035924312115336457,2.1952382564544677,50400,0.019045902198801437,0.0,3324.0,-0.00015139030141047744,4.9484013781390486e-06,0.006641602019468943
0.0,8,-5.448401896158854,0.0,0.001048002543992423,-0.00014080048822885752,0.00906662717461586,0.0,0.0030584752559661863,359,0.003155459331658979,2.1936525185902913,57600,0.015787936250368752,0.0,3324.0,-0.00014080048822885752,3.460413366459155e-06,0.009066627236704032
0.0,9,-4.233571163813273,0.0,0.001415401487297733,-8.168743600739011e-05,0.006663929500306646,0.0,0.003305546334013343,367,0.003318577461565534,2.1953591108322144,64800,0.026226360040406387,0.0,3324.0,-8.168743600739011e-05,9.077937958560748e-06,0.006663929702093204
0.0,10,-4.840698170661926,0.0,0.001017246457940853,-7.52004882087931e-05,0.0063937425923844176,0.0,0.0031118560349568725,373,0.0030933719749252,2.195503075917562,72000,0.019424997828900815,0.0,3324.0,-7.52004882087931e-05,5.574100147972179e-06,0.006393742716560761
